StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q1,"Prolific ID ",Questionnaire D _1,Questionnaire D _2,Questionnaire D _3,Questionnaire D _4,Questionnaire D _5,Questionnaire D _6,Questionnaire D _7,Questionnaire D _8,Questionnaire D _9,Questionnaire D _10,Questionnaire D _11,Questionnaire D _12,Questionnaire D _13,Questionnaire D _14,Questionnaire D _15,Questionnaire D _16,Questionnaire D _17,PROLIFIC_PID,AttentionCheckStatus
2024-10-24 14:52:55,2024-10-24 14:54:40,IP Address,100,105,True,2024-10-24 14:54:40,R_22g0rnUvJEyqpaq,anonymous,EN-GB,I accept,5b755869d5d7a80001b45a1e,Agree,Strongly Agree,Neutral,Disagree,Agree,Neutral,Neutral,Agree,Agree,Agree,Disagree,Neutral,Agree,Disagree,Neutral,Disagree,Agree,5b755869d5d7a80001b45a1e,
2024-10-24 14:52:56,2024-10-24 14:54:46,IP Address,100,109,True,2024-10-24 14:54:46,R_2t3QTIaMJDlcrSW,anonymous,EN-GB,I accept,66bb6b7e0ccbed81f3ed30a8,Agree,Strongly Agree,Neutral,Disagree,Agree,Neutral,Disagree,Agree,Agree,Agree,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Agree,66bb6b7e0ccbed81f3ed30a8,
2024-10-24 14:52:47,2024-10-24 14:54:49,IP Address,100,122,True,2024-10-24 14:54:50,R_2BzhIyt87UgtYNy,anonymous,EN-GB,I accept,663635f9940e2f223ab3d432,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Agree,Agree,Agree,Strongly Disagree,Disagree,Strongly Agree,Neutral,Neutral,Disagree,Agree,663635f9940e2f223ab3d432,
2024-10-24 14:53:28,2024-10-24 14:55:00,IP Address,100,92,True,2024-10-24 14:55:01,R_8NMRbCtsb5Am9Il,anonymous,EN-GB,I accept,6651e121d7e2f992bc6b311c,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Agree,6651e121d7e2f992bc6b311c,
2024-10-24 14:53:05,2024-10-24 14:55:45,IP Address,100,160,True,2024-10-24 14:55:46,R_8sulMwoKUAumkr4,anonymous,EN-GB,I accept,609d1ddf6aa3ba55f1bf4267,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Agree,609d1ddf6aa3ba55f1bf4267,
2024-10-24 14:52:57,2024-10-24 14:55:52,IP Address,100,174,True,2024-10-24 14:55:52,R_8om1XVqUo3i1YwF,anonymous,EN-GB,I accept,66420fa0ed887b72b989c4af,Disagree,Agree,Neutral,Disagree,Agree,Neutral,Neutral,Agree,Agree,Agree,Agree,Neutral,Agree,Disagree,Neutral,Disagree,Agree,66420fa0ed887b72b989c4af,
2024-10-24 14:52:58,2024-10-24 14:55:53,IP Address,100,174,True,2024-10-24 14:55:54,R_86bhZd9Pv5PHX9S,anonymous,EN-GB,I accept,6152d60ff04daa034eeb242e,Agree,Strongly Agree,Neutral,Disagree,Strongly Agree,Neutral,Disagree,Strongly Agree,Agree,Agree,Disagree,Neutral,Agree,Disagree,Neutral,Disagree,Agree,6152d60ff04daa034eeb242e,
2024-10-24 14:53:15,2024-10-24 14:55:54,IP Address,100,158,True,2024-10-24 14:55:55,R_8QWxChe9iIBxtOV,anonymous,EN-GB,I accept,65fb1956881e150004121abc,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Agree,65fb1956881e150004121abc,
2024-10-24 14:53:08,2024-10-24 14:56:46,IP Address,100,217,True,2024-10-24 14:56:46,R_81Wr61kZPID0w3k,anonymous,EN-GB,I accept,669b62f2896ecc9457720317,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Neutral,Disagree,Strongly Agree,669b62f2896ecc9457720317,
2024-10-24 14:53:22,2024-10-24 14:57:25,IP Address,100,242,True,2024-10-24 14:57:26,R_8ovD7GmuSYECdkO,anonymous,EN-GB,I accept,5f0214e58782120a8c970fd6,Strongly Agree,Agree,Disagree,Neutral,Strongly Agree,Disagree,Neutral,Agree,Strongly Agree,Agree,Strongly Disagree,Neutral,Strongly Agree,Strongly Disagree,Neutral,Disagree,Strongly Agree,5f0214e58782120a8c970fd6,
2024-10-24 14:54:42,2024-10-24 14:58:10,IP Address,100,208,True,2024-10-24 14:58:10,R_2iRqoMsKvNoHHgx,anonymous,EN-GB,I accept,5b222aff59f9620001c109cb,Agree,Agree,Neutral,Agree,Agree,Agree,Disagree,Agree,Neutral,Agree,Strongly Disagree,Neutral,Agree,Neutral,Neutral,Disagree,Agree,5b222aff59f9620001c109cb,
2024-10-24 14:54:29,2024-10-24 14:58:22,IP Address,100,233,True,2024-10-24 14:58:23,R_20VgeMdM1a42Dyz,anonymous,EN-GB,I accept,65fade256d70be4d6ea4ecaa,Disagree,Agree,Disagree,Disagree,Neutral,Neutral,Disagree,Agree,Disagree,Neutral,Disagree,Neutral,Neutral,Disagree,Neutral,Disagree,Agree,65fade256d70be4d6ea4ecaa,
2024-10-24 14:58:53,2024-10-24 14:58:58,IP Address,100,4,True,2024-10-24 14:58:59,R_2axWWtPcwJ8q0et,anonymous,EN-GB,,,,,,,,,,,,,,,,,,,,5f27462987ce0c0e7a814b66,
2024-10-24 14:58:10,2024-10-24 14:59:08,IP Address,100,58,True,2024-10-24 14:59:09,R_8fX4u4sftTR42Pv,anonymous,EN-GB,I accept,62682277645054f5802459b8,Strongly Disagree,Strongly Agree,Neutral,Disagree,Agree,Neutral,Neutral,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Neutral,Strongly Disagree,Agree,62682277645054f5802459b8,
2024-10-24 14:58:09,2024-10-24 14:59:17,IP Address,100,67,True,2024-10-24 14:59:18,R_8Ca7eMYqqsriEFX,anonymous,EN-GB,I accept,669d61cfc870b51f2e50143d,Agree,Agree,Disagree,Disagree,Strongly Agree,Neutral,Disagree,Strongly Agree,Agree,Agree,Strongly Disagree,Disagree,Strongly Agree,Disagree,Neutral,Disagree,Agree,669d61cfc870b51f2e50143d,
2024-10-24 14:58:09,2024-10-24 14:59:19,IP Address,100,69,True,2024-10-24 14:59:19,R_2H6TppdrIk9JDMh,anonymous,EN-GB,I accept,63eaa34e4d5bdf6b859a1149,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Agree,Disagree,Neutral,Strongly Disagree,Agree,63eaa34e4d5bdf6b859a1149,
2024-10-24 14:58:09,2024-10-24 14:59:19,IP Address,100,70,True,2024-10-24 14:59:20,R_1PFyX8RjfnOCfu0,anonymous,EN-GB,I accept,668b1f12cacd66a9de9d5394,Agree,Strongly Agree,Disagree,Neutral,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Neutral,Neutral,Strongly Disagree,Agree,668b1f12cacd66a9de9d5394,
2024-10-24 14:58:32,2024-10-24 14:59:26,IP Address,100,54,True,2024-10-24 14:59:26,R_2n0XbE8mX5SU50S,anonymous,EN-GB,I accept,596a6641d6c8550001483b1f,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Neutral,Agree,Neutral,Neutral,Neutral,Disagree,Agree,596a6641d6c8550001483b1f,
2024-10-24 14:58:08,2024-10-24 14:59:26,IP Address,100,78,True,2024-10-24 14:59:27,R_2dtFLXvr2zn0wOc,anonymous,EN-GB,I accept,58f50400f4ce600001016db5,Agree,Strongly Agree,Disagree,Disagree,Agree,Disagree,Disagree,Neutral,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Neutral,Strongly Disagree,Neutral,58f50400f4ce600001016db5,
2024-10-24 14:58:13,2024-10-24 14:59:31,IP Address,100,77,True,2024-10-24 14:59:31,R_2IAgY0NxXlfZeR2,anonymous,EN-GB,I accept,5eb33041025b5d1264d47e00,Agree,Strongly Agree,Neutral,Disagree,Neutral,Neutral,Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Disagree,Neutral,Agree,Strongly Disagree,Neutral,Strongly Disagree,Neutral,5eb33041025b5d1264d47e00,
2024-10-24 14:58:18,2024-10-24 14:59:33,IP Address,100,75,True,2024-10-24 14:59:34,R_4EB19BHH4DfS3GQ,anonymous,EN-GB,I accept,655b66a54fed8fea8a342e40,Agree,Strongly Agree,Disagree,Disagree,Agree,Neutral,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Neutral,Neutral,Neutral,Neutral,655b66a54fed8fea8a342e40,
2024-10-24 14:58:04,2024-10-24 14:59:36,IP Address,100,91,True,2024-10-24 14:59:37,R_8dnq60MKgQEeTaG,anonymous,EN-GB,I accept,5d696d1c55742f001af29220,Strongly Agree,Agree,Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Disagree,Neutral,Strongly Disagree,Strongly Agree,5d696d1c55742f001af29220,
2024-10-24 14:58:22,2024-10-24 14:59:43,IP Address,100,81,True,2024-10-24 14:59:43,R_3suKsXDgBDvvTcf,anonymous,EN-GB,I accept,6716da71504da8208e236f96,Agree,Strongly Agree,Strongly Disagree,Disagree,Agree,Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Neutral,Agree,Strongly Agree,6716da71504da8208e236f96,
2024-10-24 14:58:29,2024-10-24 14:59:47,IP Address,100,78,True,2024-10-24 14:59:48,R_7aXpRRw8uMZWMGB,anonymous,EN-GB,I accept,55cd909c34e906000a8d1e1e,Agree,Strongly Agree,Neutral,Disagree,Strongly Agree,Neutral,Disagree,Agree,Strongly Agree,Agree,Disagree,Disagree,Agree,Disagree,Neutral,Strongly Disagree,Agree,55cd909c34e906000a8d1e1e,
2024-10-24 14:58:29,2024-10-24 14:59:52,IP Address,100,82,True,2024-10-24 14:59:52,R_2HYXnnLlQbE5q9t,anonymous,EN-GB,I accept,5b8e8feeee5b0500010f16d0,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Disagree,Strongly Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,Agree,Agree,Neutral,Strongly Disagree,Agree,5b8e8feeee5b0500010f16d0,
2024-10-24 14:58:30,2024-10-24 14:59:55,IP Address,100,85,True,2024-10-24 14:59:56,R_2GAXFdDZVUlcGH6,anonymous,EN-GB,I accept,5f2046327f613f0e2c89c7dd,Disagree,Agree,Agree,Disagree,Agree,Neutral,Disagree,Neutral,Agree,Disagree,Neutral,Agree,Agree,Disagree,Neutral,Agree,Agree,5f2046327f613f0e2c89c7dd,
2024-10-24 14:58:02,2024-10-24 14:59:56,IP Address,100,113,True,2024-10-24 14:59:56,R_38OOcAc6J2QEP3F,anonymous,EN-GB,I accept,663a5f8664f14db2ddb373ba,Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Neutral,Disagree,Strongly Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Neutral,Disagree,Agree,663a5f8664f14db2ddb373ba,
2024-10-24 14:58:22,2024-10-24 15:00:02,IP Address,100,99,True,2024-10-24 15:00:03,R_2332o1zzsqqB6UN,anonymous,EN-GB,I accept,6089cd0a1c1541c29bb34c73,Agree,Strongly Agree,Disagree,Strongly Disagree,Agree,Disagree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Neutral,Disagree,Agree,6089cd0a1c1541c29bb34c73,
2024-10-24 14:58:19,2024-10-24 15:00:15,IP Address,100,115,True,2024-10-24 15:00:16,R_2XjMsoXRrDKgNHR,anonymous,EN-GB,I accept,6548fb51db60a00d76e9270b,Strongly Agree,Agree,Disagree,Strongly Disagree,Agree,Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Neutral,Agree,Disagree,Neutral,Strongly Disagree,Agree,6548fb51db60a00d76e9270b,
2024-10-24 14:58:18,2024-10-24 15:00:16,IP Address,100,117,True,2024-10-24 15:00:16,R_2rTNxdFkSEBLYF6,anonymous,EN-GB,I accept,66a79f059cc23eaa09b04cf9,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Neutral,Disagree,Neutral,Strongly Disagree,Strongly Agree,66a79f059cc23eaa09b04cf9,
2024-10-24 14:58:11,2024-10-24 15:00:22,IP Address,100,130,True,2024-10-24 15:00:23,R_8gByPABy7iJj3bz,anonymous,EN-GB,I accept,66d70cffc46550ea6dafbbd1,Strongly Agree,Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Neutral,Disagree,Agree,Disagree,Strongly Disagree,Neutral,Agree,Strongly Disagree,Neutral,Strongly Disagree,Agree,66d70cffc46550ea6dafbbd1,
2024-10-24 14:58:06,2024-10-24 15:00:24,IP Address,100,138,True,2024-10-24 15:00:25,R_8uVZjUTnV9KKtQf,anonymous,EN-GB,I accept,644a6b401909670b5aa92694,Agree,Strongly Agree,Neutral,Disagree,Agree,Neutral,Agree,Neutral,Agree,Agree,Neutral,Neutral,Agree,Disagree,Neutral,Disagree,Agree,644a6b401909670b5aa92694,
2024-10-24 14:58:30,2024-10-24 15:00:31,IP Address,100,120,True,2024-10-24 15:00:31,R_2ypfDuHLUZ6anco,anonymous,EN-GB,I accept,66efd5e66ba717382fed93ee,Strongly Agree,Strongly Agree,Strongly Disagree,Neutral,Strongly Agree,Disagree,Neutral,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Neutral,Strongly Disagree,Agree,66efd5e66ba717382fed93ee,
2024-10-24 14:58:07,2024-10-24 15:00:32,IP Address,100,145,True,2024-10-24 15:00:33,R_2wzV47iQr9s13mF,anonymous,EN-GB,I accept,5f600669b846780f0fe45709,Strongly Agree,Strongly Agree,Neutral,Strongly Disagree,Strongly Agree,Disagree,Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Neutral,Strongly Disagree,Neutral,5f600669b846780f0fe45709,
2024-10-24 14:58:37,2024-10-24 15:00:34,IP Address,100,117,True,2024-10-24 15:00:35,R_2rJ8dI35FNXapaW,anonymous,EN-GB,I accept,661d3447f977e449bd755459,Agree,Strongly Agree,Neutral,Neutral,Strongly Agree,Disagree,Neutral,Strongly Agree,Neutral,Agree,Neutral,Disagree,Agree,Agree,Neutral,Disagree,Agree,661d3447f977e449bd755459,
2024-10-24 14:58:24,2024-10-24 15:00:39,IP Address,100,135,True,2024-10-24 15:00:40,R_8IauzDifro0Qsju,anonymous,EN-GB,I accept,668a9e53e7690b3b64d48e92,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Disagree,Neutral,Disagree,Strongly Agree,668a9e53e7690b3b64d48e92,
2024-10-24 14:58:42,2024-10-24 15:00:42,IP Address,100,120,True,2024-10-24 15:00:43,R_2pM5d2vD2Be40wG,anonymous,EN-GB,I accept,615dd36156bf443246c0b660,Disagree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Disagree,Disagree,Neutral,Agree,Strongly Agree,Disagree,Agree,Neutral,Strongly Agree,Disagree,615dd36156bf443246c0b660,
2024-10-24 14:58:19,2024-10-24 15:00:53,IP Address,100,153,True,2024-10-24 15:00:53,R_6ctqsOvF4C03qz7,anonymous,EN-GB,I accept,6604b1a8441e527fc9590694,Agree,Strongly Agree,Disagree,Disagree,Agree,Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Agree,Neutral,Strongly Disagree,Agree,6604b1a8441e527fc9590694,
2024-10-24 14:58:17,2024-10-24 15:01:06,IP Address,100,169,True,2024-10-24 15:01:07,R_2eryjfeFo7LKjm0,anonymous,EN-GB,I accept,65ba57ef96f9d9e5705613c6,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Neutral,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Agree,65ba57ef96f9d9e5705613c6,
2024-10-24 14:58:12,2024-10-24 15:01:17,IP Address,100,184,True,2024-10-24 15:01:18,R_2QJF1XVSIOpoVPI,anonymous,EN-GB,I accept,66782b79eb0f9e2e3f5ff1c7,Disagree,Agree,Disagree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Neutral,Strongly Disagree,Neutral,Strongly Agree,Disagree,Neutral,Agree,Agree,66782b79eb0f9e2e3f5ff1c7,
2024-10-24 14:59:54,2024-10-24 15:01:17,IP Address,100,83,True,2024-10-24 15:01:18,R_8FkuwmUqKAiHYGm,anonymous,EN-GB,I accept,65be47c43d1e8c9147ac8a18,Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Agree,Disagree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Disagree,Neutral,Agree,Agree,65be47c43d1e8c9147ac8a18,
2024-10-24 14:58:30,2024-10-24 15:01:24,IP Address,100,173,True,2024-10-24 15:01:24,R_8rygQTJjg7ajTJD,anonymous,EN-GB,I accept,66cf23e7fcc02fb37eaa4acd,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Neutral,Disagree,Strongly Agree,66cf23e7fcc02fb37eaa4acd,
2024-10-24 14:57:36,2024-10-24 15:01:28,IP Address,100,232,True,2024-10-24 15:01:29,R_8WM8z1zda9C6JRS,anonymous,EN-GB,I accept,66b1e0b7b5b01d4289b4260b,Agree,Strongly Agree,Neutral,Disagree,Agree,Neutral,Strongly Disagree,Agree,Agree,Agree,Strongly Disagree,Neutral,Strongly Agree,Neutral,Neutral,Strongly Disagree,Strongly Agree,66b1e0b7b5b01d4289b4260b,
2024-10-24 14:58:36,2024-10-24 15:01:34,IP Address,100,178,True,2024-10-24 15:01:35,R_84y0pY5iKNrgBPj,anonymous,EN-GB,I accept,5796466d25cb71000128b16c,Agree,Strongly Agree,Disagree,Strongly Disagree,Agree,Neutral,Disagree,Agree,Agree,Strongly Agree,Strongly Disagree,Disagree,Agree,Neutral,Neutral,Disagree,Agree,5796466d25cb71000128b16c,
2024-10-24 14:58:27,2024-10-24 15:01:38,IP Address,100,191,True,2024-10-24 15:01:39,R_2HOFgd8Eba3Vm7w,anonymous,EN-GB,I accept,669d449827367ae721b66420,Agree,Strongly Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Neutral,Agree,Strongly Agree,Disagree,Strongly Agree,Neutral,Disagree,Agree,669d449827367ae721b66420,
2024-10-24 14:59:25,2024-10-24 15:01:58,IP Address,100,153,True,2024-10-24 15:01:59,R_2CBAJNGkQHRHtiC,anonymous,EN-GB,I accept,60a8bd22d03adbe92cbb9a5e,Strongly Disagree,Strongly Agree,Disagree,Neutral,Agree,Disagree,Neutral,Strongly Agree,Agree,Agree,Disagree,Strongly Disagree,Agree,Strongly Disagree,Neutral,Disagree,Agree,60a8bd22d03adbe92cbb9a5e,
2024-10-24 14:58:31,2024-10-24 15:02:20,IP Address,100,229,True,2024-10-24 15:02:21,R_2iO1Olp3ar3oUa9,anonymous,EN-GB,I accept,66c207b3425439097830e028,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Agree,66c207b3425439097830e028,
2024-10-24 15:00:02,2024-10-24 15:02:30,IP Address,100,147,True,2024-10-24 15:02:30,R_8TimACkTjXVUfDP,anonymous,EN-GB,I accept,65fb30d0321a8f2e80f543d1,Strongly Agree,Strongly Agree,Neutral,Disagree,Strongly Agree,Neutral,Neutral,Agree,Agree,Strongly Agree,Strongly Disagree,Neutral,Strongly Agree,Disagree,Neutral,Disagree,Agree,65fb30d0321a8f2e80f543d1,
